MUL ID|Chassis|Model|Source|Combined|Tech Base|Unit Type|Movement Type|Weight|Intro Date|Prototype|Production|Common|Extinct|Omni|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis_1|Fluff Date|Capabilities|Overview|History|Deployment|Notes|File Location|File Modified
2218|Mongoose II|MON-268|TR:3075|Mongoose II MON-268|Inner Sphere|Biped Mek|Biped|40.0|3076|-|-|3076+|-|false|Striker|1215|11093227|2|320 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,ISERMediumLaser,BeagleActiveProbe,ISMASC,ISC3MasterUnit,ISTargeting Computer,ISDoubleHeatSink|E/X-X-E-D|Improved Communications;Command Mech||Arc-Royal MechWorks|Defiance Manufacturing Annex|Arc-Royal|Kwangjong-ni|Nashan Trac V-102 with Active Probe|Nashan Comm-i U-284|Unknown Ferro-Fibrous|--|Pitban 320 XL|Alshain Type 69-40S|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Mongoose II MON-268.mtf|2026-06-13
70|Archangel|C-ANG-OE Eminus|TR:3075,TR:J|Archangel C-ANG-OE Eminus|Inner Sphere|Biped Mek|Biped|100.0|3072|-|3072-3079|3080-3084|3085+|true|Sniper|2097|21916250|2|300 Compact|IS Endo Steel|Standard|Small Cockpit|Compact Gyro|IS Standard,|ISDoubleHeatSink,ISERPPC,ISERSmallLaser,ISTargeting Computer,Light PPC,ISC3iUnit,ISERLargeLaser|E/X-X-E-X|Improved Sensors;Bad Reputation (Clan);Improved Communications;Command Mech;Bad Reputation (Inner Sphere)||Gibson Federated BattleMechs|Martinson Armaments|Gibson|Terra|Master's Sight 1-Omega|Master's Voice Cel-Alpha with C3i Computer|Durallex Heavy Gold|--|Immortus 300 Compact Fusion|Celestial Series AA1E [Endo Steel]|2026-02-21 20:14:52|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Archangel C-ANG-OE Eminus.mtf|2026-06-13
2873|Seraph|C-SRP-OD Luminos|TR:3075,TR:J|Seraph C-SRP-OD Luminos|Inner Sphere|Biped Mek|Biped|85.0|3069|-|3069-3079|3080-3084|3085+|true|Sniper|2291|23136563|2|255 Light|IS Standard|Triple-Strength|Small Cockpit|Standard Gyro|IS Standard,|Triple Strength Myomer,ISDoubleHeatSink,Heavy PPC,Improved Jump Jet,ISMediumPulseLaser,Small Laser,ISC3iUnit,Light PPC,Flamer|E/X-X-E-X|Improved Sensors;Bad Reputation (Clan);Improved Communications;Bad Reputation (Inner Sphere)||Gibson Federated BattleMechs|Martinson Armaments|Gibson|Terra|Master's Sight 1-Omega|Master's Voice Cel-Alpha with C3i Computer|Durallex Divine Guardian|--|GM 255 Light Fusion|Celestial Series SP1|2026-02-21 20:14:52|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Seraph C-SRP-OD Luminos.mtf|2026-06-13
2871|Seraph|C-SRP-OB Infernus|TR:3075,TR:J|Seraph C-SRP-OB Infernus|Inner Sphere|Biped Mek|Biped|85.0|3069|-|3069-3079|3080-3084|3085+|true|Juggernaut|2181|21854281|2|255 Light|IS Standard|Triple-Strength|Small Cockpit|Standard Gyro|IS Standard,|Triple Strength Myomer,Heavy PPC,ISLBXAC20,ISC3iUnit,ISTargeting Computer,ISAntiMissileSystem,ISCASE,ISSNPPC,ISDoubleHeatSink|E/X-X-F-X|Improved Sensors;Bad Reputation (Clan);Improved Communications;Bad Reputation (Inner Sphere)||Gibson Federated BattleMechs|Martinson Armaments|Gibson|Terra|Master's Sight 1-Omega|Master's Voice Cel-Alpha with C3i Computer|Durallex Divine Guardian|--|GM 255 Light Fusion|Celestial Series SP1|2026-02-21 20:14:52|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Seraph C-SRP-OB Infernus.mtf|2026-06-13
3548|Wight|WGT-2LAW|TR:3075,TR:J|Wight WGT-2LAW|Inner Sphere|Biped Mek|Biped|35.0|3075|-|-|3075+|-|false|Striker|939|4337910|2|175 Compact|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Light Ferro-Fibrous,|IS Light Ferro-Fibrous,ISDoubleHeatSink,Improved Jump Jet,ISERMediumLaser,Light PPC|E/X-X-E-D|Exposed Actuators;Weak Legs||Luthien Armor Works|Mobile Factory (LAW)|Cat's Eyes 5|Sipher CommCon SCU-4|Unknown Light Ferro-Fibrous|Unknown Improved Jump Jets|Unknown 175|Alshain 560-Carrier Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Wight WGT-2LAW.mtf|2026-06-13
1999|Malak|C-MK-OE Eminus|TR:3075,TR:J|Malak C-MK-OE Eminus|Inner Sphere|Biped Mek|Biped|30.0|3072|3072-3079|3080|3081-3084|3085+|true|Missile Boat|957|6699550|3|210 Light|IS Endo Steel|Standard|Small Cockpit|XL Gyro|IS Light Ferro-Fibrous,|IS Light Ferro-Fibrous,ISDoubleHeatSink,Thunderbolt 5,ISERMediumLaser,ISC3iUnit,ISCASE,Light PPC|E/X-X-F-X|Improved Sensors;Improved Communications;Bad Reputation (Inner Sphere)||Gibson Federated BattleMechs|Martinson Armaments|Gibson|Terra|Master's Sight 1-Omega|Master's Voice Cel-Alpha with C3i Computer|Divine Shield Light Ferro|--|DefHes 210 Light Fusion|Celestial Series MK1E [Endo Steel]|2026-02-21 20:14:52|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Malak C-MK-OE Eminus.mtf|2026-06-13
315|Bear Cub|2|TR:3075|Bear Cub 2|Clan|Biped Mek|Biped|25.0|3070|-|-|3070+|-|false|Striker|988|3453229|2|200 XL (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,CLERMediumLaser,CLSRM4,CLERSmallLaser,CLCASE|F/X-X-D-D|Easy to Pilot;Cramped Cockpit;Extended Torso Twist||Bergan Industries - Alshain Weapons(formerly GK&T owned)|Alshain|Bergan Industries Able-Seven Sensor Suite|Bergan Industries CH2 Series Integrated|Compound A-4|--|Firebox 200 XL|Bergan Industries Coriolis Class XXV|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Bear Cub 2.mtf|2026-06-13
851|Defiance|DFN-3T|TR:3075|Defiance DFN-3T|Inner Sphere|Biped Mek|Biped|75.0|3074|-|-|3074+|-|false|Brawler|1981|14821625|2|300 Light|IS Endo Steel|Triple-Strength|Standard Cockpit|Standard Gyro|IS Standard,|Triple Strength Myomer,PPC,ISERMediumLaser,ISERSmallLaser,ISLBXAC10,SRM 6,Machine Gun,ISDoubleHeatSink|E/X-X-E-D|Barrel Fists (LA);Hyper-Extending Actuators;Stable;Searchlight;Barrel Fists (RA)||Defiance Industries|Refit - Acturan Guard Field Refit|Furillo|Various|Angst Accuracy|Angst Discom|Durallex Heavy|--|Edasich 300 Light|Defiant V Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Defiance DFN-3T.mtf|2026-06-13
2367|Ostscout|OTT-7Jb|TR:3075|Ostscout OTT-7Jb|Inner Sphere|Biped Mek|Biped|35.0|2600|-|2600-2834, 3046-3047|3048+|2835-3045|false|Scout|610|3743460|2|280 Fusion|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,BeagleActiveProbe,Medium Laser,Heat Sink|E/E-F(F*)-E-D|Rugged (1 Point);Improved Sensors;Improved Communications;Narrow/Low Profile||Kong Interstellar Corporation|Ostmann Industries|Connaught|Terra|TRSS 2L3 with Beagle Active Probe|Barret 4000|Durallex Light|Ostmann Sct-A|VOX 280|Kell S Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Ostscout OTT-7Jb.mtf|2026-06-13
2492|Phoenix Hawk|PXH-1b 'Special'|TR:3075|Phoenix Hawk PXH-1b 'Special'|Inner Sphere|Biped Mek|Biped|45.0|2760|-|2760-2839, 3041-3049|3050+|2840-3040|false|Skirmisher|1512|8697390|2|270 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Medium Laser,Machine Gun,ISERPPC,Jump Jet,ISCASE,ISERLargeLaser,ISGuardianECMSuite,ISDoubleHeatSink|E/E-F(F*)-E-D|Ubiquitous (Inner Sphere);Improved Communications;Command Mech;Ubiquitous (Clans)|Jettison-Capable Weapon|Earthwerks-FWL, Inc.|Orguss Industries|Keystone|Marcus|Octagon Tartrac System C|Neil 6000 with Guardian ECM|Durallex Light|Rawlings 45|GM 270 XL|Earthwerks PXH Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Phoenix Hawk PXH-1b.mtf|2026-06-13
214|Balius|D|TR:3075|Balius D|Clan|Quad Mek|Quad|65.0|3075|-|-|3075+|-|true|Skirmisher|2417|20956031|2|390 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,Jump Jet,CLERPPC,CLERMediumLaser,CLMediumPulseLaser,CLFlamer,CLDoubleHeatSink|F/X-X-E-D|Rugged (1 Point)||Manufacturing Site 3|Transitional Facility HH-Beta|New Oslo|Nouveaux Paris|Unknown|Unknown|Unknown Forged Type HH35 Ferro-Fibrous|--|Unknown 390 XL|Unknown Type BMHQ-5 Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Balius D.mtf|2026-06-13
3598|Wyvern|WVE-5Nb|TR:3075|Wyvern WVE-5Nb|Inner Sphere|Biped Mek|Biped|45.0|2660|-|2660-2839, 3038-3044|3045+|2840-3037|false|Missile Boat|1006|5894903|2|180 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Heat Sink,ISLargePulseLaser,Medium Laser,Small Laser,ISCASE,SRM 6,LRM 10|E/E-F(F*)-E-D|Rugged (1 Point)||Maltex Corporation|Errai|Unknown Scrambler-7 Series|Ostmann AMB|Kilosh 1000 with CASE|Northrup 750|GM 180 XL|Ost Ost Endo Steel|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Wyvern WVE-5Nb.mtf|2026-06-13
2449|Patriot|PKM-2E|TR:3075|Patriot PKM-2E|Inner Sphere|Biped Mek|Biped|65.0|3076|-|-|3076+|-|false|Sniper|1443|15555238|3|260 XL|IS Endo Steel|Standard|Standard Cockpit|Heavy Duty Gyro|IS Standard,|ISMML7,ISArtemisIV,Heavy PPC,ISTAG,ISCASE,ISAntiMissileSystem,ISDoubleHeatSink|E/X-X-E-D|Protected Actuators;Stable||Ronin Inc. (Selasys)|Wallis|Wasat Watchdog W120 with A-Trac|Garrett C22A|Durallex Heavy|--|Hermes 260 XL|Ronin Incorporated RI-12b Pikeman|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Patriot PKM-2E.mtf|2026-06-13
3511|Warlord|BLR-2G|TR:3075,TR:J|Warlord BLR-2G|Inner Sphere|Biped Mek|Biped|80.0|3071|-|-|3071+|-|false|Brawler|2033|17914440|2|320 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISDoubleHeatSink,Heavy PPC,Medium Laser|E/X-X-E-D|Easy to Maintain||General Motors|El Dorado|Federated Stalker|Sony MSF-31|Starshield Special Heavy|--|Pitban 320 XL|Unknown|2026-02-21 18:24:59|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Warlord BLR-2G.mtf|2026-06-13
1960|Lumberjack|LM4/C|TR:3075|Lumberjack LM4/C|Inner Sphere|Biped Mek|Biped|70.0|2489|-|2489-2504|2505+|-|false|Ambusher|316|2139205|2|210 ICE|IS Industrial|Standard|Industrial Cockpit|Standard Gyro|IS Commercial,|Lift Hoist/Arresting Hoist,Chainsaw,Dumper (Rear),Cargo|D/D-D-D-D|||Harrow-Deerfield Heavy Industrial Works|Rastaban Agricultural Products|Tamar|Duran|--|Unknown TigerCom 23/C|Harrow-Deerfield HD Plasteel Commercial-Grade|--|Unknown Wagner 210 HeavyDuty ICE|Harrow-Deerfield HD Forester Series 4|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Lumberjack LM4C.mtf|2026-06-13
278|BattleAxe|BKX-7NC|TR:3075,TR:SW|BattleAxe BKX-7NC|Inner Sphere|Biped Mek|Biped|70.0|2480|-|2480-2504|2505+|-|false|Missile Boat|1252|6008933|1|280 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,PPC,LRM 5,SRM 6|D/C-E-D-D|Difficult to Maintain||Field Refit|Various|Federated Gatherer|Achernar Electronics HICK-1|StarGuard StarGuard-X|--|DAV 280|Achernar Special Type 4|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/BattleAxe BKX-7NC.mtf|2026-06-13
1772|King Crab|KGC-000b|TR:3075|King Crab KGC-000b|Inner Sphere|Biped Mek|Biped|100.0|2743|-|2743-2814, 3041-3054|3055+|2815-3040|false|Juggernaut|2039|10346000|2|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,Autocannon/20,LRM 15,ISArtemisIV,ISCASE,Large Laser,ISDoubleHeatSink|E/E-F(F*)-D-D|Command Mech||Cosara Weaponries|Cosara Weaponries|Field Refit|Mars|Northwind|Various|Dalban HiRez-B|Dalban Comline|Aldis X Ferro-Fibrous with CASE|--|Vlar 300|Hollis Mark II|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/King Crab KGC-000b.mtf|2026-06-13
890|Deva|C-DVA-OE Eminus|TR:3075,TR:J|Deva C-DVA-OE Eminus|Inner Sphere|Biped Mek|Biped|70.0|3072|3072-3079|3080|3081-3084|3085+|true|Sniper|1686|20646925|3|280 Light|IS Endo Steel|Standard|Small Cockpit|Heavy Duty Gyro|IS Standard,|Thunderbolt 15,ISDoubleHeatSink,Light PPC,ISCASE,ISERMediumLaser,ISC3iUnit|E/X-X-F-X|Improved Sensors;Bad Reputation (Clan);Improved Communications;Bad Reputation (Inner Sphere)||Gibson Federated BattleMechs|Martinson Armaments|Gibson|Terra|Master's Sight 1-Omega|Master's Voice Cel-Alpha with C3i Computer|Durallex Divine Protector|--|Inspiration 280 Light Fusion|Celestial Series DV1E [Endo Steel]|2026-02-21 20:14:52|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Deva C-DVA-OE Eminus.mtf|2026-06-13
215|Balius|Prime|TR:3075|Balius Prime|Clan|Quad Mek|Quad|65.0|3075|-|-|3075+|-|true|Skirmisher|2157|19834031|2|390 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLDoubleHeatSink,CLERLargeLaser,CLMediumPulseLaser,CLFlamer|F/X-X-E-D|Rugged (1 Point)||Manufacturing Site 3|Transitional Facility HH-Beta|New Oslo|Nouveaux Paris|Unknown|Unknown|Unknown Forged Type HH35 Ferro-Fibrous|--|Unknown 390 XL|Unknown Type BMHQ-5 Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Balius Prime.mtf|2026-06-13
748|Crusader|CRD-2R|TR:3075|Crusader CRD-2R|Inner Sphere|Biped Mek|Biped|65.0|2649|-|2649-2839, 3041-3044|3045+|2840-3040|false|Missile Boat|1533|6098510|2|260 Fusion|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISStreakSRM2,LRM 15,ISArtemisIV,Medium Laser,Machine Gun,ISCASE,ISDoubleHeatSink|E/E-F(F*)-E-D|Rugged (1 Point);Ubiquitous (Inner Sphere);Easy to Maintain;Ubiquitous (Clans)|Stabilized Weapon|Kallon Industries|Talon|Garret A6|Garret T11-b|Riese 500|--|Magna 260|Crucis-B Endo Steel|2026-02-10 14:00:04|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Crusader CRD-2R.mtf|2026-06-13
2447|Patriot|PKM-2C|TR:3075|Patriot PKM-2C|Inner Sphere|Biped Mek|Biped|65.0|3070|-|3070+|-|-|false|Missile Boat|1613|15618350|3|260 XL|IS Endo Steel|Standard|Standard Cockpit|Heavy Duty Gyro|IS Standard,|ISArrowIV,Heavy PPC,ISTAG,ISCASE,ISGuardianECMSuite,ISAntiMissileSystem,ISDoubleHeatSink|E/X-X-E-D|Protected Actuators;Stable||Ronin Inc. (Selasys)|Wallis|Wasat Watchdog W120 with A-Trac|Garrett C22A|Durallex Heavy|--|Hermes 260 XL|Ronin Incorporated RI-12b Pikeman|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Patriot PKM-2C.mtf|2026-06-13
211|Balius|A|TR:3075|Balius A|Clan|Quad Mek|Quad|65.0|3075|-|-|3075+|-|true|Sniper|2201|20300156|2|390 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|Clan Ferro-Fibrous,CLERLargeLaser,CLERMediumLaser,CLHAG20,CLFlamer,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Rugged (1 Point)||Manufacturing Site 3|Transitional Facility HH-Beta|New Oslo|Nouveaux Paris|Unknown|Unknown|Unknown Forged Type HH35 Ferro-Fibrous|--|Unknown 390 XL|Unknown Type BMHQ-5 Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Balius A.mtf|2026-06-13
3549|Wight|WGT-2LAWC3|TR:3075,TR:J|Wight WGT-2LAWC3|Inner Sphere|Biped Mek|Biped|35.0|3075|-|-|3075+|-|false|Scout|821|4567410|2|175 Compact|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Light Ferro-Fibrous,|IS Light Ferro-Fibrous,ISDoubleHeatSink,Improved Jump Jet,ISERMediumLaser,ISC3SlaveUnit,Light PPC|E/X-X-E-D|Exposed Actuators;Weak Legs||Field Refit|Various|Cat's Eyes 5 with C3 Slave|Sipher CommCon SCU-4|Unknown Light Ferro-Fibrous|Unknown Improved Jump Jets|Unknown 175|Alshain 560-Carrier Endo Steel|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Wight WGT-2LAWC3.mtf|2026-06-13
3546|Wight|WGT-1LAW/SC|TR:3075,TR:J|Wight WGT-1LAW/SC|Inner Sphere|Biped Mek|Biped|35.0|3069|3069|-|3070+|-|false|Sniper|1142|3389535|2|175 Compact|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|IS Heavy Ferro-Fibrous,ISDoubleHeatSink,ISERMediumLaser,Heavy PPC|E/X-X-E-D|Exposed Actuators;Weak Legs||Luthien Armor Works, StarCorps Industries|Mobile Factory (LAW), Son Hoa|Cat's Eyes 5|Sipher CommCon SCU-4|New Samarkand Royal Heavy Ferro-Fibrous|--|Omni 175 Compact|Alshain 560-Carrier Endo Steel|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Wight WGT-1LAWSC.mtf|2026-06-13
717|Crab|CRB-27b|TR:3075|Crab CRB-27b|Inner Sphere|Biped Mek|Biped|50.0|2719|-|2719-2814, 3041-3054|3055+|2815-3040|false|Sniper|1308|4470875|2|250 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,ISDoubleHeatSink,ISERLargeLaser,Medium Laser,Small Laser|E/E-F(F*)-D-D|Easy to Maintain||Cosara Weaponries|Northwind|650 RND Integrated|Dalban Series K|Paulina Ferro-Fibrous|--|Magna 250|Hollis Mark 1A|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Crab CRB-27b.mtf|2026-06-13
279|BattleAxe|BKX-8D|TR:3075,TR:SW|BattleAxe BKX-8D|Inner Sphere|Biped Mek|Biped|70.0|3073|-|-|3073+|-|false|Skirmisher|1592|11716400|2|280 Light|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Light Ferro-Fibrous,|Jump Jet,ISDoubleHeatSink,ISERMediumLaser,IS Light Ferro-Fibrous,ISMML7,ISCASE,ISC3SlaveUnit|E/X-X-E-D|Difficult to Maintain||Achernar Battlemechs|New Avalon|Unknown|Unknown|Unknown Light Ferro-Fibrous|Rawlings 40-Beta|Unknown Light Fusion|Unknown|2026-02-26 19:50:04|yes|yes|yes|yes|--|data/mekfiles/meks/3075/BattleAxe BKX-8D.mtf|2026-06-13
3371|Valiant|VLN-3T|TR:3075,TR:J|Valiant VLN-3T|Inner Sphere|Biped Mek|Biped|30.0|3074|3074-3078|3079+|-|-|false|Striker|852|3310840|4|210 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Hatchet,ISSmallShield,ISDoubleHeatSink,ISERMediumLaser,ISMASC|E/X-X-F-E|Improved Targeting (Short);Protected Actuators;Weak Head Armor (1)||Refit - VEST|Solaris VII|Irian 511|Olmstead 37|Unknown Valiant Gauntlet|--|GM 210|Unknown Small Bug-B Modified|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Valiant VLN-3T.mtf|2026-06-13
3604|Xanthos|XNT-3O|TR:3075,TR:DA|Xanthos XNT-3O|Inner Sphere|Quad Mek|Quad|100.0|2579|-|-|2579+|-|false|Juggernaut|1948|9344500|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Heat Sink,PPC,SRM 6,Medium Laser,Small Laser,Autocannon/20|D/D-E-D-D|Improved Life Support||Hollis Incorporated|Corey|HartfordCo XKX 2|HartfordCo Com 2500|Durallex Heavy|--|Vlar 300|Hollis XNT Mark V|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Xanthos XNT-3O.mtf|2026-06-13
2608|Quasit|QUA-51P MilitiaMech|TR:3075|Quasit QUA-51P MilitiaMech|Inner Sphere|Biped Mek|Biped|45.0|3074|-|-|3074+|-|false|Scout|865|2693168|2|225 Fusion|IS Industrial|Standard|Standard Cockpit|Standard Gyro|IS Heavy Industrial,|Environmental Sealing,Heat Sink,ISPlasmaRifle,Machine Gun|E/X-X-E-D|||Concordat Telecom and TransStellar|New Vandenberg|OWT&T Dirk 2|OWT&T Kathy 3|Lexington Limited Heavy Industrial|--|VOX 225 Fusion|Sherman 958|2026-02-21 18:07:19|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Quasit QUA-51P MilitiaMech.mtf|2026-06-13
2760|Ryoken II|3|TR:3075,TR:J|Ryoken II 3|Clan|Biped Mek|Biped|75.0|3076|-|-|3076+|-|false|Sniper|2336|19218500|2|375 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLHAG20,CLLRM15,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Stable||Bergan Industries - Alshain Weapons (formerly GK&T owned)|Alshain|Alshain B4 Series 2 T&T|Garret GBX-2 Amalgamated Targeting and Tracking|Forging ZK20|--|GM 375 Fusion Extralight|DSAM ENDO 5|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Ryoken II 3.mtf|2026-06-13
1997|Malak|C-MK-OC Comminus|TR:3075,TR:J|Malak C-MK-OC Comminus|Inner Sphere|Biped Mek|Biped|30.0|3069|-|3069-3079|3080-3084|3085+|true|Striker|944|7095806|2|210 Light|IS Endo Steel|Standard|Small Cockpit|XL Gyro|IS Light Ferro-Fibrous,|IS Light Ferro-Fibrous,ISDoubleHeatSink,BeagleActiveProbe,ISERSmallLaser,ISERMediumLaser,ISC3iUnit,ISBPod,ISGuardianECMSuite,ISTargeting Computer,ISTAG|E/X-X-E-X|Improved Sensors;Improved Communications;Bad Reputation (Inner Sphere)||Gibson Federated BattleMechs|Martinson Armaments|Gibson|Terra|Master's Sight 1-Omega|Master's Voice Cel-Alpha with C3i Computer|Divine Shield Light Ferro|--|DefHes 210 Light Fusion|Celestial Series MK1E [Endo Steel]|2026-02-21 20:14:52|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Malak C-MK-OC Comminus.mtf|2026-06-13
1727|Jupiter|3|TR:3075,TR:DA|Jupiter 3|Clan|Biped Mek|Biped|100.0|3075|-|-|3075+|-|false|Sniper|3074|24186000|2|300 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLUltraAC10,CLHAG30,CLERMediumLaser,CLDoubleHeatSink,CLCASE|F/X-X-E-D|Fine Manipulators;Improved Sensors;Improved Targeting (Long)||CJF Factory Zone 4|Erewhon|Goshawk E-Series|Raptor X-T Type iii|Raydient Series 5|--|Gorvachs 300 XL|Olivetti Stage 9|2026-02-15 12:11:51|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Jupiter 3.mtf|2026-06-13
1516|Highlander|HGN-732b|TR:3075|Highlander HGN-732b|Inner Sphere|Biped Mek|Biped|90.0|2598|2598-2814, 3041-3054|-|3055+|2815-3040|false|Sniper|2335|9205880|2|270 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|IS Ferro-Fibrous,SRM 6,ISArtemisIV,ISGaussRifle,Jump Jet,LRM 20,ISCASE,Medium Laser,ISDoubleHeatSink|E/E-F(F*)-D-D|Cowl;Reinforced Legs;Command Mech;Difficult Ejection||StarCorps Industries|Field Refit|Son Hoa|Various|Hartford Starlight LX-1|Hartford Hector VII|Grumman Grumman-3 Ferro-Fibrous|HildCo HildCo Model 10|GM GM 270|StarCorps Industries Star League XT|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Highlander HGN-732b.mtf|2026-06-13
1973|Mackie|MSK-6S|TR:3075|Mackie MSK-6S|Inner Sphere|Biped Mek|Biped|100.0|2443|2443-2519|-|-|2520+|false|Juggernaut|1438|9340000|4|360 Fusion|IS Standard|Standard|Primitive Cockpit|Standard Gyro|IS Primitive,|IS Primitive,Primitive Prototype PPC,Autocannon/10,Medium Laser,Heat Sink|D/F-X-X-X|Rugged (1 Point);Oversized;Easy to Maintain;Protected Actuators||Harmony MetalWorks|Skobel MechWorks|Harmony|Terra|Unknown|Unknown|Maximillian Primitive Armor|--|Hermes 360|Ford Super H QWA3X|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Mackie MSK-6S.mtf|2026-06-13
2448|Patriot|PKM-2D|TR:3075|Patriot PKM-2D|Inner Sphere|Biped Mek|Biped|65.0|3072|-|-|3072+|-|false|Brawler|1699|16129850|3|260 XL|IS Endo Steel|Standard|Standard Cockpit|Heavy Duty Gyro|IS Standard,|ISLBXAC20,Heavy PPC,ISERMediumLaser,ISTAG,ISCASE,ISGuardianECMSuite,ISAntiMissileSystem,ISDoubleHeatSink|E/X-X-E-D|Protected Actuators;Stable||Ronin Inc. (Selasys)|Wallis|Wasat Watchdog W120 with A-Trac|Garrett C22A|Durallex Heavy|--|Hermes 260 XL|Ronin Incorporated RI-12b Pikeman|2026-02-28 17:47:08|yes|yes|yes|yes|--|data/mekfiles/meks/3075/Patriot PKM-2D.mtf|2026-06-13
